"","length_2d","length_3d","moving_time","stopped_time","moving_distance","stopped_distance","max_speed","ave_speed","uphillnorm","downhillnorm","maxe","mine","sport"
"3795",12.7829741769,13.0921096307,4414,543,13060.4023888,24.8163665726,4.25433152758,2.95885871971,3.58038742522e-05,3.62184882479e-05,24.1,0,"sl"
"3799",60.0048714715,60.3539457337,21782,7916,60132.1463565,205.741902967,3.62063837183,2.76063476065,1.23469975326e-05,1.23070007799e-05,21.3,0,"sl"
"3802",8.08289361361,8.16139637024,2814,2949,8012.35654976,149.039820479,6.38908640583,2.84731931406,2.29991892615e-05,2.02773917158e-05,782,755,"sl"
"3805",9.69396766086,9.71715723933,3378,6497,9377.75408065,339.40315868,4.6369928799,2.776126134,1.30184053027e-05,1.17805220726e-05,25,6,"sl"
"3810",1.22275986003,1.22366609281,1460,0,1223.66609281,0,0.928788518358,0.838127460829,1.2512677673e-05,1.14495089818e-05,2.5,-2.1,"sl"
"3814",5.74070277436,6.15938209622,3795,4767,5634.97353616,524.408560057,2.40650059202,1.48484151151,5.15267923853e-05,4.83912877777e-05,77,34,"sl"
"3824",10.3366127254,10.3376007098,8956,186,10301.615493,35.9300151002,1.63777133766,1.15024737528,1.96389286697e-06,2.90230472951e-08,20,0,"sl"
"3853",30.0169238835,30.7539095536,18711,9860,30021.5876153,724.337957294,2.86410220576,1.60448867593,4.34048473807e-05,4.34548191901e-05,27.2,-19.6,"sl"
"3874",9.44301618271,9.62920836175,5066,6773,9455.3792704,173.829091353,3.74441418307,1.86643886111,3.58677771431e-05,3.6609065717e-05,73,45,"sl"
"3888",8.11437329923,8.11454611247,780,0,8114.37329923,0,12.0006794413,10.4030426913,1.0844953363e-06,9.8590485118e-08,8,0,"sl"
"3906",15.6220116934,15.9635830089,6983,9309,15736.0156781,224.081682329,3.44672963409,2.25347496464,2.47036046045e-05,2.44475556347e-05,21.5,0,"sl"
"3919",110.998861571,113.97101596,9780,0,113854.421787,0,12.5021452117,11.64155642,1.83371250047e-05,1.62560225796e-05,255,0,"sl"
"3927",7.44624763875,7.48937831677,2807,844,7467.49463612,21.8836806531,3.57543754016,2.66031159106,1.9338599384e-05,1.97414868712e-05,10,-15,"sl"
"3928",4.66656076491,4.70091379396,2096,37,4693.85226162,7.06153234106,2.82155003124,2.23943333093,2.41719771117e-05,2.46005582662e-05,233,219,"sl"
"3929",14.8116244163,14.8506836133,1617,28,14848.356446,2.32716724995,13.4156391689,9.18265704762,1.90809591208e-05,2.15654941701e-05,101,3.2,"sl"
"3936",29.7713192513,29.9824537984,5684,4231,29757.8003079,224.65349052,8.58120327139,5.23536247499,1.28647305404e-05,1.15816164238e-05,67.6,10.4,"sl"
"3948",38.470734681,38.5042790738,7099,6197,38029.6872334,474.591840368,12.262393838,5.35704849041,1.07276350042e-05,1.05638741597e-05,-7.4,-29.5,"sl"
"3972",66.6659458147,66.8230239806,5417,600,66793.2966518,29.6487282498,15.5435107997,12.3303113627,1.15978254047e-05,1.16503259724e-05,6.2,-31,"sl"
"3975",9.43674566871,9.54908725155,4612,0,9549.08725155,0,3.01329587069,2.07048726183,3.02964613053e-05,4.46022405156e-05,175,26,"sl"
"3979",3.52797909334,3.54623680729,740,193,3529.86398065,16.372826632,6.42028436432,4.77008646034,1.84808351396e-05,1.90477319231e-05,52,36,"sl"
"3995",8.58805492649,8.59931446461,2963,92,8585.61161581,13.7028488017,4.01561267068,2.89760770024,1.0130349741e-05,8.84950092314e-06,69,41,"sl"
"4015",4.18329439239,4.21865448199,1468,388,4208.54890264,10.0164529614,5.46137779263,2.8668589255,2.88074394714e-05,2.13252981101e-05,38.8,-20,"sl"
"4017",33.5566946576,33.6814321237,7590,0,33681.4321237,0,6.5555022189,4.43760634041,2.5530226047e-05,2.53931446078e-05,56.5,26.2,"sl"
"4028",7.32118410104,7.45066169218,1905,90,7448.69968661,1.95241863888,19.9122395479,3.91007857565,3.2545281844e-05,2.1700041661e-05,81.4,-14.6,"sl"
"4030",16.2528436812,16.3020863975,5659,1385,16171.6390487,130.447348809,3.65566358119,2.85768493527,1.03489582069e-05,1.21947890405e-05,83,36,"sl"
"4046",33.9919362684,34.0403394097,3440,0,34040.3394097,0,11.7986640307,9.89544750281,1.02024196934e-05,8.64322637229e-06,184,91,"sl"
"4083",5.2869362614,5.34647821711,3448,652,5300.5800654,45.8981517126,2.90500771078,1.53729120226,2.79878539638e-05,2.79689394176e-05,8.9,-33.7,"sl"
"4089",123.028882412,123.339533002,12767,2480,123158.726888,179.444310387,25.911123248,9.64664579682,1.73329218163e-05,1.74011984668e-05,345.7,-16,"sl"
"4111",53.6005458095,53.6104637721,9600,380,53533.3435866,77.1201854749,12.1204671169,5.57638995694,1.21472643639e-06,1.25017383663e-06,7.3,-4.2,"sl"
"4116",10.2537503825,10.3114293548,6632,144,10288.2097311,23.2196236583,2.28447902064,1.55129821037,1.72707539577e-05,1.59541625159e-05,878.1,861.7,"sl"
"4117",40.5299835318,40.6970868298,10076,581,40599.3270062,97.7598235512,7.13451382807,4.02930994504,1.93303804179e-05,1.94118016205e-05,70.3,33.2,"sl"
"4119",208.895714271,209.587244896,13589,748,209002.984646,584.260249426,22.0184744338,15.3803064719,1.66087658242e-05,1.65896175136e-05,81,-20,"sl"
"4120",8.33266874899,8.70417947006,2844,41,8703.12536907,1.05410098642,4.2175025622,3.06017066423,6.1720922251e-05,6.18409318218e-05,307,249,"sl"
"4122",1.19549721644,1.19997778925,433,0,1199.97778925,0,3.3127403065,2.77131129158,2.21665091608e-05,2.71853414236e-05,55,42,"sl"
"4129",7.1933031375,7.20295684822,1940,929,7198.41919844,4.53764977882,6.83161631953,3.71052536002,8.61634756874e-06,5.96110009273e-06,65.9,42.8,"sl"
"4137",12.8541210493,12.9413900641,2933,2440,12648.7487564,292.36720949,10.9435380608,4.31256350372,2.11418578492e-05,1.7220936317e-05,9,-58,"sl"
"4152",22.1435193067,22.1741058126,6338,0,22174.1058126,0,3.93425690401,3.49859668865,1.01880824306e-05,9.91712279148e-06,29,9,"sl"
"4154",9.49504263232,9.6307151111,3445,228,9597.23628211,33.4788289925,4.41760196185,2.78584507463,3.40977931893e-05,3.50245926088e-05,8.1,-35.7,"sl"
"4158",87.5298319807,87.6372984104,9578,4565,87002.6183483,634.680062076,14.0319346307,9.08358930344,5.55410640006e-06,5.56553107639e-06,18,-18,"sl"
"4161",17.0510199705,17.0724758084,9730,717,16994.0432192,62.4522246116,2.24826603063,1.74656148193,3.51298632595e-06,3.51298632595e-06,16,0,"sl"
"4162",13.6890159151,13.7580477917,8519,677,13672.7695663,76.073971892,2.83069485786,1.60497353755,2.43333780942e-05,2.40411730135e-05,13,-21,"sl"
"4206",36.2518671782,36.2836646878,4704,0,36283.6646878,0,8.33946355809,7.71336409179,1.16170567968e-05,1.10212254182e-05,60.9,13.5,"sl"
"4248",63.8058833827,64.2171012748,23607,9514,64048.189504,164.735438759,3.24707281477,2.71310160139,2.18033185381e-05,2.18362308636e-05,13.1,-18.1,"sl"
"4251",3.77785564615,4.45061332325,4415,2383,4233.56566039,217.047662856,9.602907452,0.958905019341,7.33696641593e-05,7.64137190616e-05,493.8,390.4,"sl"
"4293",49.6516465478,49.8330950032,7837,1629,49435.8602304,397.234772726,11.8335330394,6.30800819579,1.37075011066e-05,1.37679220636e-05,61,30,"sl"
"4307",20.382201764,20.4768611093,5548,1455,20412.2163557,64.6447536188,4.65171209156,3.67920265964,2.10919313319e-06,2.13372433967e-06,8.3,-18.6,"sl"
"4310",12.773814993,12.8415909885,4904,0,12841.5909885,0,3.02981353322,2.61859522603,2.08708205142e-05,2.03228244767e-05,59,39,"sl"
"4314",59.4940445752,59.6897495576,12600,4050,59509.2810109,179.28040347,20.5800742099,4.72295881039,1.04581896296e-05,1.0555678379e-05,11.9,-15.3,"sl"
"4330",47.8619876102,47.959007624,5234,2216,47868.4459423,90.5616816372,16.5594060857,9.14567175054,3.47269322272e-06,5.29041965541e-06,87.6,-3.2,"sl"
"4351",18.1979544435,18.4871398715,22236,7238,17855.2869331,631.852938386,1.42483673016,0.802990058152,3.90978009209e-05,3.87680935343e-05,412,352,"sl"
"4356",34.3391728796,34.3938284269,8196,0,34387.3080677,0,4.69050044418,4.19562079889,1.27143423498e-05,1.30346762157e-05,6,-44,"sl"
"4370",8.35605514761,8.48938725262,4919,327,8473.09193857,16.2953140513,2.98990593061,1.7225232646,2.56819750718e-05,2.60409961586e-05,860.7,846.4,"sl"
"4375",1.31205179281,1.33806180974,1805,413,1287.17878007,48.905006704,1.04319290974,0.713118437714,3.29179078422e-05,2.84973506418e-05,4.9,-5.4,"sl"
"4399",5.07816183012,5.10781787633,1111,0,5107.81787633,0,5.4492959637,4.59749583828,2.19410100992e-05,2.31225399915e-05,19.3,0.5,"sl"
"4409",16.7643834194,16.7995618726,1780,0,16774.8031661,0,11.385810643,9.4240467225,3.0600588591e-06,3.41796048005e-06,93,0,"sl"
"4430",19.730545757,19.9015600508,12684,985,19806.4710656,95.0889852022,2.44025699731,1.56153193516,2.51285497171e-05,2.54326467286e-05,60,38,"sl"
"4431",38.8860065636,38.9887844807,13826,2134,38919.9295342,68.8549465103,3.89903374322,2.81498116116,1.9969651518e-05,1.55207503505e-05,46.7,-129.5,"sl"
"4440",2.3946534733,2.40107231207,766,1311,2380.70139788,20.3709141881,3.77671888579,3.10796527139,9.18713302167e-06,3.34077564424e-06,64,50,"sl"
"4466",66.9105909811,66.9752827636,21417,7588,66871.3071777,103.975585837,4.04424308027,3.12234706904,8.46099237354e-06,8.56411506157e-06,57,39.1,"sl"
"4498",14.1650545078,14.1931467759,19340,280,14161.2626161,31.8841598306,0.822896011672,0.732226608898,1.23614067213e-05,1.08082888009e-05,90,26,"sl"
"4507",6.03441222085,6.06923541946,3149,795,5993.89304649,75.3423729751,2.51520748265,1.90342745204,6.04367064517e-06,6.37510309075e-06,466.9,459.7,"sl"
"4509",33.4406562006,33.8425370624,18163,21406,33668.4764381,170.980665489,2.77432275689,1.85368476783,3.48004534665e-05,3.39511878352e-05,10,-100,"sl"
"4524",10.3572251577,10.5442048854,5153,4105,10361.9806926,182.224192809,2.96281911706,2.01086370902,3.88327948727e-05,3.74810814758e-05,63,36,"sl"
"4532",3.37271144178,3.37271144178,320,0,3372.71144178,0,0,10.5397232556,0,0,0,0,"sl"
"4539",3.69900195788,3.70466326496,475,569,3697.46365439,7.19961057225,10.93123923,7.78413400925,1.37577650889e-05,1.50554124151e-05,2.4,-14.1,"sl"
"4541",44.0390461237,44.2056920124,15415,0,44205.6920124,0,3.96151041531,2.86770626094,1.82360898041e-05,1.81679684377e-05,12,-9,"sl"
"4546",7.36502975493,7.38322414438,1168,2790,7351.46041613,31.7637282473,10.1024984017,6.29405857545,1.16496474359e-05,1.34147455323e-05,11,-6,"sl"
"4561",69.8649390562,70.6085637442,22158,597,70547.7384905,52.0616867323,4.63677305607,3.18384955729,3.11024389251e-05,3.10251469375e-05,19.7,-21,"sl"
"4563",17.243107822,17.294984638,7898,560,17249.8874381,45.0971999417,3.01626988831,2.18408298786,1.24803487992e-05,1.27123255427e-05,55,37,"sl"
"4565",3.69303948858,3.71153629389,1003,0,3711.53629389,0,5.21848131468,3.70043498892,2.17165292296e-05,2.25288682283e-05,53,28,"sl"
"4593",15.8254067118,17.3390728413,6334,6897,16909.8182786,429.254562656,10.2789919352,2.66969028712,6.3166781e-05,6.29961692711e-05,101,17.5,"sl"
"4600",12.2452249454,12.3420105212,6665,1095,12260.1352475,81.0028021601,2.65707556132,1.83948015716,2.44086981931e-05,2.33470598763e-05,6.6,-17.5,"sl"
"4601",14.6050035736,14.6180202279,5155,232,14574.968137,43.0520908772,3.35610625561,2.82734590437,5.96507899234e-06,6.98527730485e-06,26.1,6.4,"sl"
"4606",51.1700337315,52.3083548332,21163,8550,51273.3601257,1027.70414683,4.72742548939,2.42278316523,3.72718143984e-05,3.6834058189e-05,69.8,-34.6,"sl"
"4607",10.0196869199,10.0674517593,3393,373,10029.4294698,38.022289511,3.24891211085,2.95591791034,1.10382690481e-06,5.17581042345e-06,587,544.7,"sl"
"4612",39.2569005439,39.6125873305,2642,24434,39484.2270749,128.360255624,9.07217273813,14.9448247823,3.18262517593e-06,3.70992100706e-06,54,-40.7,"sl"
"4629",46.6161739009,46.6773431605,4834,0,46677.3431605,0,14.0733440242,9.65604947467,4.56257951269e-06,5.69952395847e-06,21,-44,"sl"
"4643",8.23785362691,8.5759530293,5700,2233,8217.38355133,358.569477964,3.38834210909,1.44164623708,5.23461595131e-05,5.27710274652e-05,42.3,-11.1,"sl"
"4644",64.0558583618,64.0614076746,2840,80,64049.1133521,12.2765736516,39.644146232,22.5525047015,3.3408341637e-07,4.2775166395e-07,17,0,"sl"
"4657",43.7242303446,43.9018186448,11153,15345,41803.1987781,2098.61986672,5.13851959515,3.74815733687,1.90377279014e-05,1.89599678134e-05,87,14.6,"sl"
"4658",57.2079847012,57.2659873886,11018,1131,57187.6498314,78.3358588939,6.67799609794,5.19038390192,1.02188532432e-05,1.00755166086e-05,29.8,-18.9,"sl"
"4661",7.07144866431,7.08973741311,8553,81,7086.48362138,3.2537917235,0.911403468194,0.828537778719,1.70106587363e-05,1.55258144705e-05,11.7,-4.7,"sl"
"4663",21.6298398574,21.688982638,8008,0,21688.982638,0,2.98411542517,2.70841441533,1.31623720692e-05,1.34859990607e-05,60,43,"sl"
"4669",19.1135397942,19.1511217942,2057,0,19151.1217942,0,11.1393511408,9.31021963746,1.26611816861e-05,1.25042248884e-05,9,-17,"sl"
"4683",18.8626058744,18.9713864657,4006,383,18924.3865106,46.9999551572,6.83504832243,4.72401061172,2.38678580785e-05,2.32369802412e-05,587.2,548.8,"sl"
"4706",6.83877722438,6.87987697102,4354,449,6813.45414591,66.4228251035,2.4570717724,1.56487233484,1.99158410241e-05,2.16705406738e-05,64,48,"sl"
"4707",35.006715594,35.0143575891,16480,4640,34324.4088565,685.710342934,3.32713447741,2.08279179955,3.68500722821e-07,3.68500722821e-07,13,0,"sl"
"4708",1.85041250128,1.8621573063,1145,1255,1843.98573945,18.171566855,2.39789310074,1.61046789471,2.41567758374e-05,2.25355157141e-05,63,51,"sl"
"4787",74.3545066224,74.7665669265,10471,10330,74451.0529969,315.513929617,18.3618720245,7.11021421038,1.38323828201e-05,1.36037483933e-05,226.1,135.7,"sl"
"4791",21.4953674148,21.5013452589,4405,77,21484.5909575,16.754301447,9.91484856884,4.8773191731,3.41468924832e-06,3.36816759644e-06,788,780,"sl"
"4808",2.7309162814,2.85379400035,1001,1199,2755.6240934,98.169906952,3.97206921158,2.75287122218,4.74309669917e-05,1.53904388378e-05,-2.7,-95.5,"sl"
"4824",23.3437161969,23.4977006635,7124,22366,21847.109631,1649.68209261,6.99682981843,3.06669141367,1.70032910207e-05,1.69818719803e-05,18.6,-25.1,"sl"
"4840",10.262298418,10.2854915265,6693,1139,10179.4462581,106.045268324,2.13766493553,1.5209093468,1.37532543151e-05,1.32855228377e-05,18.9,-3.2,"sl"
"4853",7.82785415734,7.85504646157,3538,385,7820.70805974,34.338401825,2.92971966932,2.21048842842,1.25449450164e-05,1.42056811183e-05,63,38,"sl"
"4856",7.07580510115,7.26151036615,2323,2340,7203.90480278,57.31484795,10.0477153885,3.10112130985,4.66674809834e-05,4.12970673758e-05,32.8,-22.4,"sl"
"4857",72.4227750378,72.8878721792,25080,1190,72792.3459191,95.5262601144,3.77585675684,2.90240613712,2.88802797036e-05,2.88471409568e-05,11.1,-43.6,"sl"
"4869",21.555693687,22.0763523959,13481,11135,20862.9753612,1213.3770347,3.045441777,1.54758366302,4.46559509508e-05,4.51755352501e-05,-5,-52.5,"sl"
"4874",21.7634424109,21.953216599,9844,2750,21797.3072044,154.756396851,3.00495968771,2.21427338525,2.38716830817e-05,2.37476218257e-05,18.1,-16.1,"sl"
"4880",35.658803462,35.7103081768,6510,1606,35606.8977633,103.410413489,7.7238467904,5.46956954889,7.77788296502e-06,7.8872528715e-06,379.4,368.5,"sl"
"4881",18.2978285529,18.3410096795,8195,4525,17856.8421145,484.16756507,3.25095683294,2.17899232635,5.51048993101e-06,5.82746743374e-06,22.3,-5.1,"sl"
"4906",20.4584020071,20.4584020071,2380,0,20458.4020071,0,10.8880462826,8.59596722986,0,0,0,0,"sl"
"4930",89.5494577419,89.5725243182,43353,937,89540.802311,31.7220071582,25.9140555668,2.0653888384,1.66500170699e-06,1.31882428971e-06,95,53,"sl"
"4948",63.2339015687,63.9275519834,19773,337,63881.9186762,35.5391901648,4.21397357854,3.2307651179,1.94275534092e-05,1.94402048506e-05,16.8,0,"sl"
"4963",113.671870871,113.671876772,11980,0,113671.870871,0,11.3549821879,9.48847002265,3.51890047145e-09,3.51890047145e-09,1,0,"sl"
"4979",7.33187803905,7.37611166263,2333,476,7321.29971633,54.7952893739,3.79114677682,3.13814818531,1.60763721617e-05,1.58717861072e-05,10.1,0,"sl"
"4989",78.5408833036,78.628574437,20746,7725,77394.5224562,1232.68636726,7.70578877328,3.73057565103,2.31089838013e-06,2.31344482462e-06,14.3,0,"sl"
"5003",39.6756373599,39.7458423495,24399,74,39733.3696771,12.4726723924,2.57465067803,1.62848353117,9.3054585778e-06,8.97780158563e-06,48.7,-2.7,"sl"
"5029",11.048569395,11.0557698305,2710,194,11015.2111217,40.5587087314,5.24647045005,4.06465355046,5.73829947873e-06,6.28135621173e-06,60,45,"sl"
"5035",9.75823574336,10.1030479504,5860,2063,10020.6678577,82.3800927284,4.08913682847,1.71001157981,5.39349544161e-05,5.4396103349e-05,924.9,878,"sl"
"5037",34.19416318,34.4058775635,12957,21068,33716.5336067,688.035821115,4.01603477341,2.60218674127,2.06508928522e-05,2.05251403962e-05,15.8,-11.6,"sl"
"5039",24.7004656089,25.4825278169,14097,1416,25446.0314502,36.4963667862,3.59158304917,1.80506713841,5.94911862499e-05,5.94304586497e-05,8.5,-51.1,"sl"
"5042",7.74789547537,7.75336940312,3496,8,7651.14542117,102.223981944,2.74347238876,2.18854274061,2.10379709584e-06,1.71659517636e-06,8,2,"sl"
"5052",43.033767517,43.0996606186,14565,1193,43047.8200967,49.6009081611,3.79503846723,2.95556608972,1.1283464777e-05,1.04887400301e-05,16.5,-22.9,"sl"
"5063",3.25621362707,3.25621362707,1377,935,3242.1623303,14.0512967671,3.12544134483,2.35451149622,0,0,0,0,"sl"
"5095",140.239053807,140.302394978,29566,6347,139305.299228,997.095750017,11.9070453999,4.71167216492,3.03410489767e-06,3.01342592187e-06,11.7,-4.2,"sl"
"5102",22.334994047,22.4982442741,8633,580,22397.1142104,101.130063678,6.44589646593,2.59436050161,1.97179367532e-05,2.0165664654e-05,14,-10,"sl"
"5109",1.44697818345,1.44970698565,154,0,1449.70698565,0,13.4739494182,9.413681725,1.25779367016e-05,1.11957458552e-05,26,17,"sl"
"5131",13.886314397,13.9378546428,5359,135,13912.4517194,25.4029233639,3.10995982991,2.59609100941,1.62318087835e-05,1.58717420403e-05,63,50,"sl"
"5137",88.7366376479,89.4335758344,14057,10502,88935.304137,494.805167728,13.3634346324,6.3267627614,1.69087993389e-05,1.68513258969e-05,36.1,-28.3,"sl"
"5140",24.6731531809,25.4697075276,3474,0,25451.0416291,0,22.4210596779,7.3261490009,3.13255462054e-05,3.13255462054e-05,376,-104,"sl"
"5142",25.4949396634,25.5646343364,10023,2169,25509.7380324,54.896303951,3.06798234916,2.54512002718,3.31399097686e-06,3.61601169555e-06,2.1,-43.1,"sl"
"5162",7.81231819171,7.81231819171,700,0,7812.31819171,0,12.2839430977,11.1604545596,0,0,14,14,"sl"
"5183",41.8593500668,42.0294579179,11553,53,42016.7050071,10.9946731354,5.33855259728,3.63686531698,1.83543222428e-05,1.81870955661e-05,12,-31,"sl"
"5195",8.22284033145,8.2253764182,2054,148,8186.94746684,38.4289513594,10.7673645866,3.98585563137,4.96908590621e-06,6.28250068318e-06,797,783.5,"sl"
"5199",94.96380316,95.2218267415,14466,4762,94983.1773063,236.454688611,11.2913642114,6.56595999629,1.06338411731e-05,1.0645424534e-05,12.5,-21.9,"sl"
"5236",25.1330776423,25.4387241425,9080,2821,25192.1645292,246.559613231,4.00543678713,2.77446745917,2.78557210527e-05,2.88106379292e-05,40,-9,"sl"
"5243",32.3238965202,32.3959028649,10158,1297,32257.9873046,137.915560295,5.90417140153,3.17562387326,1.12672059748e-05,1.17312589391e-05,67,34,"sl"
"5265",44.5955184493,44.8689623467,19743,11213,44682.8622115,174.58231441,2.75058542622,2.26322555901,1.46113336644e-05,1.45844251309e-05,17.1,0,"sl"
"5296",22.6942143336,22.7504805974,25269,2667,22219.974563,530.506034463,1.52876302008,0.87933731303,1.17289806154e-05,1.20462420942e-05,124.6,100.1,"sl"
"5302",12.1411633799,12.1656821901,1028,540,12159.2230847,6.43721073456,20.2077938779,11.8280380201,1.23085404029e-05,1.06283060331e-05,20.8,-24.1,"sl"
"5310",4.7729592946,4.97463693752,3638,5477,4205.00236219,769.634575334,4.9581197129,1.15585551462,5.37402446089e-05,5.20641356152e-05,10,-11,"sl"
"5314",12.9375011479,13.0147192333,5802,82,12998.3133849,16.405848427,2.76476121637,2.24031599188,2.44398045948e-05,2.55451185064e-05,90.2,66.1,"sl"
"5323",14.9859318269,15.2522064827,4177,2760,15185.7987343,65.0683124292,5.88047414791,3.63557546908,3.66730615318e-05,3.4844680066e-05,35.5,-18,"sl"
"5328",34.7004966985,34.7842954453,14687,15254,34500.8581681,283.437277245,6.91609858662,2.34907456717,6.37743032681e-06,6.23910377656e-06,472.8,409.8,"sl"
"5338",15.1118186562,15.1608142701,5223,1753,14962.3495615,198.464708568,5.85624747343,2.86470410904,2.19927202385e-05,2.16221493544e-05,65.6,40.7,"sl"
"5340",12.2277701832,12.3074468704,5302,1592,12240.8340073,66.6128630896,3.8122156858,2.308720107,2.26222766585e-05,2.20743435603e-05,61.5,33.9,"sl"
"5343",133.805480995,134.190151022,28846,10281,132876.011487,1307.87595807,7.90136173752,4.60639296566,4.6167764983e-06,4.47029520431e-06,54,0,"sl"
"5349",59.7852002172,60.5278048849,24490,0,60527.8048849,0,3.28024643784,2.47153143671,6.78345139812e-06,6.70316396941e-06,16,-18.1,"sl"
"5358",47.8517787722,47.8723088941,4380,0,47871.5401775,0,11.9723494093,10.929575383,1.07624003373e-06,1.13893362793e-06,67,0,"sl"
"5380",14.9632261666,15.0315460271,6252,345,15010.2869247,20.9732788581,4.07019491885,2.40087762711,1.939755483e-05,1.89431073783e-05,14,-8.2,"sl"
"5382",42.438381948,42.4528875176,19940,2140,42106.678282,331.703666003,3.25581599999,2.11166892086,1.13105160463e-07,1.13105160463e-07,12,0,"sl"
"5390",33.4090455681,33.6027571934,5691,73,33594.2336128,8.52358057861,7.45524133552,5.90304579385,2.59510556275e-05,2.49333671716e-05,75,20,"sl"
"5402",153.707959544,154.021019304,37932,359,154010.906439,10.1128650571,5.47056816771,4.06018418325,1.05088897464e-05,1.04568429948e-05,78,35,"sl"
"5436",48.0411168308,48.5702608626,21253,4618,48309.6228166,260.638046007,3.56831546207,2.27307311046,3.84222957701e-05,3.86137983955e-05,33.8,-54.5,"sl"
"5485",1.27222516604,1.38361556181,940,111,1366.32828601,17.2872758077,3.77888755965,1.45354072979,6.20644852087e-05,6.88242948946e-05,26.9,0.1,"sl"
"5498",14.8515568712,14.8713192177,2332,1142,14664.6947547,206.624462919,11.5685517404,6.28846258779,8.30215990617e-06,8.10016088168e-06,59,49,"sl"
"5503",3.94054339965,4.00876398777,2627,794,3927.90412616,80.8598616041,3.4482812821,1.49520522503,2.71282382043e-05,3.2964996658e-05,100,65,"sl"
"5509",73.9476713998,74.2698055436,14178,941,74095.6741049,174.131438793,6.67727835872,5.22610199639,1.02540078091e-05,9.39664477388e-06,22.7,-50.3,"sl"
"5522",33.3988705376,33.5547784805,23035,192,33526.1518584,28.6266221616,2.03025984704,1.45544397041,1.33112285788e-05,8.11644213221e-06,18.4,-168.1,"sl"
"5551",63.8944536494,63.8996712594,2660,0,63899.6535106,0,39.644146232,24.0224261318,3.53708322228e-07,4.163115651e-07,17,0,"sl"
"5554",30.5404168472,30.5676527053,4679,3064,30429.337169,138.315536255,10.9840418885,6.5033847337,1.18073044584e-06,1.38701446716e-06,6.9,-7.1,"sl"
"5556",4.96947222643,5.18356986635,3165,154,5152.33500891,31.2348574469,3.21189260385,1.62790995542,3.85151563947e-05,4.41495575392e-05,76,37,"sl"
"5585",11.4563062432,11.5725515325,5415,0,11572.5515325,0,2.74550904097,2.13712863019,2.27752291586e-05,2.24609917488e-05,872.7,855.2,"sl"
"5587",16.6470856648,16.8568948221,5912,2591,16537.1718134,319.723008619,4.52984537864,2.79722121337,2.68575538687e-05,2.6316918698e-05,-76,-105,"sl"
"5594",18.3058782029,18.4696328427,11111,1544,18346.0996612,123.53318157,3.0000583197,1.65116548116,2.22496837074e-05,2.1266392996e-05,72,44,"sl"
"5600",81.2214981255,81.6240293519,9625,13562,81367.5333365,254.909083211,24.2780162228,8.45376969729,1.46853976783e-05,1.48651530428e-05,60.2,0,"sl"
"5629",6.45298533846,6.50604780548,1368,81,6487.68010079,18.367704686,11.1704216265,4.74245621403,2.15388680913e-05,1.98962175281e-05,13,-29.8,"sl"
"5630",2.88191350821,2.89537099777,1485,67,2888.85175156,6.5192462111,3.51993110572,1.94535471485,2.19853926287e-05,2.12567101079e-05,49.8,12.9,"sl"
"5631",16.4402911844,16.4658221444,7938,15226,16270.0994911,195.722653338,3.10277681251,2.0496472022,9.24983616738e-06,1.05089379538e-05,14.1,-15.2,"sl"
"5632",14.530206563,14.5919868585,3838,40,14590.2703446,1.71651386219,4.705880759,3.80152953221,1.78524647172e-05,1.6957776817e-05,63,41,"sl"
"5638",10.1777842947,11.361236348,4110,14975,10831.6787457,529.557602242,17.2360038833,2.6354449503,7.98307349097e-05,8.53329147927e-05,103,-69,"sl"
"5648",17.6399445375,17.7241352455,3699,5275,17388.2216842,335.913561231,13.9123243966,4.70078985787,1.5600956081e-05,1.44671656681e-05,19,-11,"sl"
"5650",16.0493627133,16.1961013384,8665,2097,15741.2016356,454.89970274,2.82427531707,1.81664185062,2.41816455228e-05,2.41816455228e-05,64,38,"sl"
"5664",5.8794540401,5.99539224954,1479,267,5960.85009749,34.3208710427,7.72483940007,4.03032460953,3.90665525121e-05,3.77569071016e-05,44.3,-17.1,"sl"
"5686",13.108105839,13.1133753883,1920,0,13113.3753883,0,13.6433416864,6.82988301472,2.4030931995e-06,1.7927838155e-06,13,-2,"sl"
"5709",198.692566491,199.071789419,9980,0,199071.789419,0,40.3342716163,19.947073088,1.53211569701e-06,1.33885230182e-06,57.3,-10.4,"sl"
"5722",28.3921596899,28.4833636257,16982,3603,28316.9920358,166.371589962,2.82723752408,1.66747097137,1.27535208295e-05,1.26126368657e-05,59,41,"sl"
"5726",10.4726219436,10.5258486304,5091,779,10445.6668508,73.4003628562,3.06118948142,2.05179077799,8.45824479079e-06,9.31762843401e-06,30.8,-2,"sl"
"5731",10.1336891658,10.1445061864,1286,457,10121.7453988,22.760787604,12.1930314717,7.87071959469,7.44546223646e-06,7.3171772675e-06,11,2.1,"sl"
"5739",19.3489612267,19.4549870248,10329,8337,19205.0503278,249.936697025,2.99565079339,1.85933297781,1.4662285829e-05,1.52307918005e-05,70,49,"sl"
"5741",2.89975020504,2.90467908794,1263,44,2900.66391285,4.01517508867,3.06957027039,2.29664601176,9.28700684397e-06,6.45917705858e-06,12.6,0.1,"sl"
"5774",4.15843041371,4.17536181787,825,20,4170.0233818,5.33843606372,7.37847602685,5.05457379612,1.69607262797e-05,1.40509745714e-05,50.3,36,"sl"
